CNPJ_COMPANHIA,DATA_REFERENCIA,NOME_COMPANHIA,DATA_FIM_EXERCICIO_SOCIAL,ORGAO_ADMINISTRACAO,QTD_MEMBROS_REMUNERADOS_ACAO,DILUICAO_POTENCIAL,PRECO_MEDIO_PONDERADO_OPCOES_EM_ABERTO,PRECO_MEDIO_PONDERADO_OPCOES_PERDIDAS,PRECO_MEDIO_PONDERADO_OPCOES_EXERCIDAS,QTD_MEMBROS_REMUNERADOS_MIN_MAX_MEDIA,VALOR_MAIOR_REMUNERACAO,VALOR_MENOR_REMUNERACAO,VALOR_MEDIO_REMUNERACAO,OBSERVACAO_x,QTD_MEMBROS_REMUNERADOS_TOTAL,SALARIO,BENEFICIOS_DIRETOS_INDIRETOS,PARTICIPACOES_COMITES,OUTROS_VALORES_FIXOS,DESCRICAO_OUTROS_REMUNERACOES_FIXAS,BONUS,PARTICIPACAO_RESULTADOS,PARTICIPACAO_REUNIOES,OUTROS_VALORES_VARIAVEIS,COMISSOES,DESCRICAO_OUTROS_REMUNERACOES_VARIAVEIS,POS_EMPREGO,CESSACAO_CARGO,BASEADA_ACOES,OBSERVACAO_y,TOTAL_REMUNERACAO_ORGAO,QTD_MEMBROS_REMUNERADOS_VARIAVEL,BONUS_VALOR_MINIMO,BONUS_VALOR_MAXIMO,BONUS_VALOR_METAS_ATINGIDAS,BONUS_VALOR_EFETIVO,PARTICIPACAO_VALOR_MINIMO,PARTICIPACAO_VALOR_MAXIMO,PARTICIPACAO_VALOR_METAS_ATINGIDAS,PARTICIPACAO_VALOR_EFETIVO,SETOR_DE_ATIVDADE,ANO_REFER
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2022-12-31,Conselho de Administração,,,,,,8.0,363504.0,243624.0,317595.0,"Nota 1: Valores referentes ao valor da maior e menor remuneração dos membros do Conselho Fiscal e Conselho de Administração foram considerados com base apenas nos honorários pagos ao longo dos exercícios sociais discriminados, sem a inclusão do INSS.Nota 2: Os valores das maiores e menores remunerações da Diretoria incluem pró-labore, bônus e benefícios. Nota 3: O Valor Médio de Remuneração Individual considera o total do item 8.2 dividido pelo número de membros (inclui os 20% de INSS, pagos pela empresa).Nota 4: O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.Nota 5: O valor da maior remuneração anual individual de cada órgão foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado da Companhia. O número de meses em que o respectivo membro exerceu suas funções.",8.0,1677297.53,0.0,440000.0,423459.49,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2540757.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2022
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2023-12-31,Conselho de Administração,,,,,,8.0,363504.0,243624.0,273787.0,-,8.0,1825244.8,0.0,570000.0,479049.6,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,2874294.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2023
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2024-12-31,Conselho de Administração,,,,,,8.0,367702.0,246438.0,313915.0,"Nota 1: Valores referentes ao valor da maior e menor remuneração dos membros do Conselho Fiscal e Conselho de Administração foram considerados com base apenas nos honorários pagos ao longo dos exercícios sociais discriminados, sem a inclusão do INSS.Nota 2: Os valores das maiores e menores remunerações da Diretoria incluem pró-labore, bônus e benefícios. Nota 3: O Valor Médio de Remuneração Individual considera o total do item 8.2 dividido pelo número de membros (inclui os 20% de INSS, pagos pela empresa).Nota 4: O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.Nota 5: O valor da maior remuneração anual individual de cada órgão foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado da Companhia. O número de meses em que o respectivo membro exerceu suas funções.",8.0,2092767.42,0.0,485544.0,515662.28,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,3093973.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2024
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2025-12-31,Conselho de Administração,,,,,,,,,,,4.0,1144936.2,0.0,502176.0,0.0,"Proposta de valores pendente de aprovação em Assembleia Geral Ordinária e Extraordinária.Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,1647112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2025
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2022-12-31,Diretoria Estatutária,,,,,,2.0,2511592.0,104447.0,3015948.0,"Nota 1: Valores referentes ao valor da maior e menor remuneração dos membros do Conselho Fiscal e Conselho de Administração foram considerados com base apenas nos honorários pagos ao longo dos exercícios sociais discriminados, sem a inclusão do INSS.Nota 2: Os valores das maiores e menores remunerações da Diretoria incluem pró-labore, bônus e benefícios. Nota 3: O Valor Médio de Remuneração Individual considera o total do item 8.2 dividido pelo número de membros (inclui os 20% de INSS, pagos pela empresa).Nota 4: O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.Nota 5: O valor da maior remuneração anual individual de cada órgão foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado da Companhia. O número de meses em que o respectivo membro exerceu suas funções.",2.0,3053465.46,275146.74,0.0,610693.09,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",1664128.82,0.0,0.0,332825.76,0.0,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",95635.84,0.0,0.0,,6031895.71,2.0,818845.31,1091793.74,1091793.74,1091793.74,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2022
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2023-12-31,Diretoria Estatutária,,,,,,2.0,2319309.0,1468979.0,2265654.0,"Para se chegar ao valor da maior remuneração individual foi considerado o salário, bônus e benefícios do estatutário que é o detentor do maior salário, multiplicado por 12 (12 meses), enquanto para o valor médio de remuneração individual foi considerado o valor total dos salários, bônus e benefícios dos diretores estatutários em 2024, incluindo os 20% de INSS, dividido pela quantidade de membros, conforme entendimento da orientação da nota 3: ""O Valor Médio de Remuneração Individual considera o total do item 8.2 dividido pelo número de membros (inclui os 20% de INSS, pagos pela empresa)"".",2.0,2607073.11,248408.0,0.0,521414.62,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",934955.99,0.0,0.0,186991.2,0.0,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",32466.24,0.0,0.0,-,4531309.16,2.0,841460.39,1402433.99,1402433.99,1121947.19,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2023
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2024-12-31,Diretoria Estatutária,,,,,,2.0,1743818.0,530111.0,3165896.0,"Nota 1: Valores referentes ao valor da maior e menor remuneração dos membros do Conselho Fiscal e Conselho de Administração foram considerados com base apenas nos honorários pagos ao longo dos exercícios sociais discriminados, sem a inclusão do INSS.Nota 2: Os valores das maiores e menores remunerações da Diretoria incluem pró-labore, bônus e benefícios. Nota 3: O Valor Médio de Remuneração Individual considera o total do item 8.2 dividido pelo número de membros (inclui os 20% de INSS, pagos pela empresa).Nota 4: O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.Nota 5: O valor da maior remuneração anual individual de cada órgão foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado da Companhia. O número de meses em que o respectivo membro exerceu suas funções.",2.0,3974292.83,472422.95,0.0,788815.53,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",888914.39,0.0,0.0,177782.88,0.0,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",29563.95,0.0,0.0,-,6331792.53,2.0,800022.95,1333371.59,1333371.59,1066697.27,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2024
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2025-12-31,Diretoria Estatutária,,,,,,,,,,,2.0,1491718.08,341652.49,0.0,0.0,"Proposta de valores pendente de aprovação em Assembleia Geral Ordinária e Extraordinária.Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",173530.08,0.0,0.0,0.0,0.0,"Proposta de valores pendente de aprovação em Assembleia Geral Ordinária e Extraordinária.Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",61795.8,0.0,0.0,-,2068696.45,2.0,130147.56,216912.6,216912.6,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2025
03.767.538/0001-14,2025-12-31,BRAZILIAN SECURITIES CIA SECURITIZACAO,2022-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2022
03.767.538/0001-14,2025-12-31,BRAZILIAN SECURITIES CIA SECURITIZACAO,2023-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2023
03.767.538/0001-14,2025-12-31,BRAZILIAN SECURITIES CIA SECURITIZACAO,2024-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2024
03.767.538/0001-14,2025-12-31,BRAZILIAN SECURITIES CIA SECURITIZACAO,2022-12-31,Diretoria Estatutária,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2022
03.767.538/0001-14,2025-12-31,BRAZILIAN SECURITIES CIA SECURITIZACAO,2023-12-31,Diretoria Estatutária,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2023
03.767.538/0001-14,2025-12-31,BRAZILIAN SECURITIES CIA SECURITIZACAO,2024-12-31,Diretoria Estatutária,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2024
03.795.050/0001-09,2025-12-31,TERMOPERNAMBUCO S.A.,2022-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2022
03.795.050/0001-09,2025-12-31,TERMOPERNAMBUCO S.A.,2023-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2023
03.795.050/0001-09,2025-12-31,TERMOPERNAMBUCO S.A.,2024-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Valores referentes a encargos totais,0.0,0.0,0.0,,0.0,,,,,,,,,,,2024
03.795.050/0001-09,2025-12-31,TERMOPERNAMBUCO S.A.,2025-12-31,Conselho de Administração,,,,,,,,,,,4.0,72864.0,0.0,0.0,0.0,Valores referentes a encargos totais,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Em conformidade com o item 10.2.13 (b) do OFÍCIO CIRCULAR/ANUAL CVM/SEP, o número de membros total de cada órgão deverá corresponder à média anual do número de membros de cada órgão apurado mensalmente.",72864.0,,,,,,,,,,,2025
03.795.050/0001-09,2025-12-31,TERMOPERNAMBUCO S.A.,2022-12-31,Diretoria Estatutária,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2022
03.795.050/0001-09,2025-12-31,TERMOPERNAMBUCO S.A.,2023-12-31,Diretoria Estatutária,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2023
03.795.050/0001-09,2025-12-31,TERMOPERNAMBUCO S.A.,2024-12-31,Diretoria Estatutária,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Valores referentes a encargos totais,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2024
03.795.050/0001-09,2025-12-31,TERMOPERNAMBUCO S.A.,2025-12-31,Diretoria Estatutária,,,,,,,,,,,4.0,72864.0,0.0,0.0,0.0,Valores referentes a encargos totais,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Em conformidade com o item 10.2.13 (b) do OFÍCIO CIRCULAR/ANUAL CVM/SEP, o número de membros total de cada órgão deverá corresponder à média anual do número de membros de cada órgão apurado mensalmente.",72864.0,,,,,,,,,,,2025
03.802.115/0001-98,2025-12-31,CLEAR SALE S.A.,2022-12-31,Conselho de Administração,6.92,0.0,0.0,0.0,0.0,6.92,998900.0,60100.0,297648.0,,6.92,2580733.33,26095.83,72000.0,0.0,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, os valores previstos neste item 8.2 não estão contemplados os encargos sociais suportados pela Companhia.",0.0,0.0,0.0,0.0,0.0,Não há outras remunerações variáveis,0.0,0.0,0.0,,2678829.16,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comunicação e Informática,2022
03.802.115/0001-98,2025-12-31,CLEAR SALE S.A.,2023-12-31,Conselho de Administração,7.0,0.0,6.92,10.7,5.66,7.0,1023041.0,279655.0,416264.0,,7.0,2701748.82,57939.02,76269.6,0.0,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, nos valores previstos neste item 8.2 não estão contemplados os encargos sociais suportados pela Companhia",0.0,0.0,0.0,0.0,0.0,,904075.97,0.0,1073795.37,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023-CVM/SEP,4813828.78,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comunicação e Informática,2023
03.802.115/0001-98,2025-12-31,CLEAR SALE S.A.,2024-12-31,Conselho de Administração,7.0,0.0,10.4,0.0,0.0,,,,,,7.0,2982425.33,41236.98,0.0,0.0,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, nos valores previstos neste item 8.2 não estão contemplados os encargos sociais suportados pela Companhia.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2747542.41,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, nos valores previstos neste item 8.2 não estão contemplados os encargos sociais suportados pela Companhia.",5771204.72,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comunicação e Informática,2024
03.802.115/0001-98,2025-12-31,CLEAR SALE S.A.,2025-12-31,Conselho de Administração,,,,,,,,,,,7.0,2857459.25,2651.38,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",4545468.0,0.0,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",0.0,0.0,611426.65,"Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",8017005.28,,,,,,,,,,Comunicação e Informática,2025
03.802.115/0001-98,2025-12-31,CLEAR SALE S.A.,2022-12-31,Diretoria Estatutária,4.92,0.0,7.19,0.0,0.0,4.92,4972208.0,452149.0,2204785.0,"O valor médio de remuneração equivale ao total da remuneração dividido pelo número de membros remunerados, conforme informados no item 8.2 deste Formulário de Referência.",4.92,4762424.1,272066.75,0.0,409195.4,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, os valores previstos neste item 8.2 são líquidos de encargos sociais suportados pela Companhia.",3994737.0,0.0,0.0,0.0,0.0,Não há outras remunerações variáveis,0.0,0.0,6601616.0,"49,68% do valor indicado corresponde a provisões decorrentes do Programa ILP2 (outorga de opções). As opções outorgadas no âmbito do Programa estão sujeitas a um período de carência (vesting) de 5 anos, iniciado em 2022, e só serão integralmente exercíveis se atingido 120% das metas de crescimento da empresa no período - atingimentos inferiores a 120% reduzirão a quantidade de opções exercíveis, sendo certo que nenhuma opção será exercível se o desempenho da empresa no período não atingir pelo mesmo 70% da meta fixada.",16040039.25,4.92,0.0,1225319.5,0.0,3994737.0,1551837.38,4396872.57,2586395.63,0.0,Comunicação e Informática,2022
03.802.115/0001-98,2025-12-31,CLEAR SALE S.A.,2023-12-31,Diretoria Estatutária,4.33,0.0,6.92,7.75,5.66,4.33,1335054.0,568512.0,928704.0,,4.33,4296007.54,239769.44,0.0,0.0,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, nos valores previstos neste item 8.2 são líquidos de encargos sociais suportados pela Companhia.",1934964.41,0.0,0.0,0.0,0.0,,0.0,0.0,4206539.82,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023-CVM/SEP,10677281.21,4.33,1061631.08,2443373.12,2443373.12,1934964.41,0.0,0.0,0.0,0.0,Comunicação e Informática,2023
03.802.115/0001-98,2025-12-31,CLEAR SALE S.A.,2024-12-31,Diretoria Estatutária,4.0,0.0,6.28,0.0,0.0,,,,,,4.0,3927573.65,332536.54,0.0,0.0,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, nos valores previstos neste item 8.2 não estão contemplados os encargos sociais suportados pela Companhia.",3637598.96,0.0,0.0,0.0,0.0,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, nos valores previstos neste item 8.2 não estão contemplados os encargos sociais suportados pela Companhia.",0.0,0.0,3378698.97,"Conforme orientação do Ofício Circular/Anual-2023-CVM/SEP, nos valores previstos neste item 8.2 não estão contemplados os encargos sociais suportados pela Companhia.",11276408.12,4.0,1601631.08,3831701.71,6214382.12,0.0,0.0,0.0,0.0,0.0,Comunicação e Informática,2024
03.802.115/0001-98,2025-12-31,CLEAR SALE S.A.,2025-12-31,Diretoria Estatutária,,,,,,,,,,,4.0,4384307.84,332536.54,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",17547307.95,0.0,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",2565666.81,0.0,13832337.9,"Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",38662157.04,,,,,,,,,,Comunicação e Informática,2025
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2022-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2022
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2023-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2023
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2024-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2024
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2025-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2025
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2022-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023- CVM/SEP.,0.0,,,,,,,,,,,2022
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2023-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023- CVM/SEP.,0.0,,,,,,,,,,,2023
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2024-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023- CVM/SEP.,0.0,,,,,,,,,,,2024
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2025-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023- CVM/SEP.,0.0,,,,,,,,,,,2025
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2022-12-31,Diretoria Estatutária,,,,,,,,,,,3.0,40516.65,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023- CVM/SEP.,40516.65,,,,,,,,,,,2022
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2023-12-31,Diretoria Estatutária,,,,,,,,,,,3.0,50700.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023- CVM/SEP.,50700.0,,,,,,,,,,,2023
03.820.456/0001-96,2025-12-31,BSB ENERGÉTICA S.A.,2024-12-31,Diretoria Estatutária,,,,,,,,,,,3.0,50700.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício Circular/Anual-2023- CVM/SEP.,50700.0,,,,,,,,,,,2024
